Reviews,Sentiment,NormalizedReviews
pata lg rah ha ahmad ap kis ko support kr rahy thy,1.0,pata lag rhy hy ahmad ap kiss ko support kr rha thay
bhai final me united ko alag alag kar dana maar maar k,-1.0,bhai final main united ko alag alag kr dana maar maar k
shahzad bhai ap ko bohat acha khal na ho gy main na ap ko khawab main dakha hai ap na psl main ap na 150run kiya hai bohat,1.0,shahzad bhai ap ko bohat acha khayal ny ho gye main ny ap ko khawab main dakha hy ap ny psl main ap ny 150run kya hy bohat
kal yah par mia b ta,0.0,kal yeh par mia bhi ta
dhoka diya aap neeee,-1.0,dhoka diya aap neeee
aj ap zalmi ko support kr rhe the kya...????,1.0,aj ap zalmi ko support kr rhy thi kya...????
shahzad bhai lala k khilaf howa to wh aj united ko support karta hai,0.0,shahzad bhai lala k khilaaf hova to wh aj united ko support krta hy
shzad bhai please apne #lala k liye duaa karo na :) :) iuvpz,1.0,shzad bhai please apne #lala k liye dua karo ny :) :) iuvpz
final mein 100 zaror marna,0.0,final main 100 zaror marna
queeta hi bana ga psl ka champion insha allah,1.0,queeta hy bana ga psl ka champion insha allah
seriously bohat zabardast match tha.,1.0,seriously bohat zabardast match tha.
but ahmad aap ko iss tara celebration nai karni chahiye q k india or pak ka match tu nai ta,-1.0,but ahmad aap ko iss tara celebration nai karni chahiye q k india aur pak ka match tu nai ta
abe afridi team ko support karte ho ka nahe,0.0,abi afridi team ko support karte ho ka nahe
koi masla e ni abhi pari hai ahmed bhai luck thi aj ap k team ki ye aj peshawar hari is m b uski bhalayi h0gi.,1.0,koi masla e nai abi pari hy ahmed bhai luck thi aj ap k team ki yeh aj peshawar hari is m bhi uski bhalayi h0gi.
sorry to say but ap be kuch kar liya karay :p,-1.0,sorry to say but ap be kuch kr liya karay :p
ma sha allah kia bat hy amad bhai mubarik hu . lykin ap ka fainal my chlna buhat zururi hy so plz .zra,1.0,main sha allah kia bat hy amad bhai mubarik hu . lykin ap ka fainal my chlna buhat zururi hy so plz .zra
"woh sav toh thik hai,aajkal zulfi bhai ki selfies zyada aa rahi hai; #hblpsl most selfies lead kar rahe hai zb",1.0,"woh sav to thik hy,aajkal zulfi bhai ki selfies zyada aa rahi hy; #hblpsl most selfies lead kr rhy hy zb"
aap ki performance aaj ki sub k samne hai batting ki,0.0,aap ki performance aaj ki sab k samne hy batting ki
peshawar humare lala ki team hai samjhy mr. lala itni jaldy haar nahi manty,1.0,peshawar humare lala ki team hy samjhy mr. lala itni jaldy har nahi manty
sad but ab aik nay he jeetna tha,0.0,sad but ab aik ny hy jeetna tha
koi baat nae next sahi kyun k y psl to quetta qladiators na hi inahallah jeetni ha,1.0,koi baat ny next sahi kyun k yeh psl to quetta qladiators ny hy inahallah jeetni hy
jani wahab ko 6 na mara to tari v khair ni ab,-1.0,jani wahab ko 6 ny mara to tari v khair nai ab
thanx k ap ne khi k9 congrats nhe kia....bcoz khi do not deserve this,-1.0,thanx k ap ny khi k9 congrats nhe kia....bcoz khi do not deserve this
arry selector ny faysl bank t20 samjha tha lahore qalander k,0.0,arry selector ny faysl bank t20 samjha tha lahore qalander k
ohh bhaii kuch bhi krlo bas aisa khailo k.majbor ho k tumko squad mai shamil kar lain plzzz,-1.0,ohh bhaii kuch bhi krlo bas aisa khailo k.majboor ho k tumko squad mai shamil kr lain plzzz
plz ap pathan hy k nheee plz btayyyyy,0.0,plz ap pathan hy k nheee plz btayyyyy
kamyab raho hr qadam qoam ki izzat ho tm,1.0,kamyab raho hr qadam qoam ki izzat ho tm
ap ne mujhe na follow karnay ki kasam khai hai kya????,-1.0,ap ny mujhe ny follow karnay ki kasam khaai hy kya????
sh bhai .end logo ka maksad he lahore ko flop team banana,-1.0,sh bhai .end logo ka maksad hy lahore ko flop team banana
apni kal ki tweet itni jaldi bhol gaye andar se toh badhe khush ho,1.0,apni kal ki tweet itni jaldi bhol gye andar se to badhe khush ho
mere tweets ap tk aty b han ya nahiiiiii........,0.0,mere tweets ap tk aty bhi hy yeh nahiiiiii........
ap hmari team me hoty to aj lahore wpis na ata....,1.0,ap hmari team main hotay to aj lahore wpis ny ata....
hmm my favourite team lahore qalandars but ab ma peshawar or quetta ko support kar raha hon,1.0,hmm my favourite team lahore qalandars but ab main peshawar aur quetta ko support kr rha ho
agle saal fir ayega ye badtameez@lahoreqalandars,-1.0,agle saal fir ayega yeh badtameez@lahoreqalandars
yep bad luck lahoriyu ..and yeah ahmad ur right jeety ga toh koi ek hi aur wo hoga zaalmi,0.0,yep bad luck lahoriyu ..and yeah ahmad ur right jeety ga to koi ek hy aur wo hoga zaalmi
kash ap lahore ki team m hotay phr #bpl ki yadain taza hoty. ap or chris gill ki kamal parfomance aj b yad hain.,1.0,kash ap lahore ki team m hotay phr #bpl ki yadain taaza hotay. ap aur chris gill ki kamal parfomance aj bhi yad hy.
psl men haar kisi ki nahe bal'k sab pakistaniyun ki jeet hey. ;),1.0,psl men har kisi ki nahe bal'k sab pakistaniyun ki jeet hy. ;)
first time ap ko tweet kr ri hun kia reply milay ga,0.0,first time ap ko tweet kr ri hun kia reply milay ga
par karachi haar kr b jeet gaya ( qk hum heh ha diloon k badhshah,1.0,par karachi har kr bhi jeet gya ( qk hum heh hy diloon k badhshah
hair style virat kohli jaisa rakhne say koi virat kohli jaise batting nae kar sakta ppl say rite abt u that u r plastic vk.,0.0,hair style virat kohli jaisa rakhne say koi virat kohli jaise batting ny kr sakta ppl say rite abt you that you r plastic vk.
ak ko to harna hi hota ha,-1.0,ak ko to harna hy hota hy
phr sy lala r shzad ko aik sath dekhna,0.0,phr say lala r shzad ko aik sath dekhna
ko suport kr rhy thy abr aj @lahoreqalandars ko itni jaldi to girgit b ni rung budalta,0.0,ko support kr rha thay abr aj @lahoreqalandars ko itni jaldi to girgit bhi nai rang budalta
mai ne aap k lyey pic edit ki ti aap ne fav hi nahi ki why,-1.0,mai ny aap k lyey pic edit ki ti aap ny fav hy nahi ki why
ahmad aj kia mujhe ap se like mil sakta,0.0,ahmad aj kia mujhe ap se like mil sakta
quetta ke pathan cha gae hain xd,1.0,quetta ke pathan cha gae hy xd
aj ap fb ki baarish kar rahe hai tho plsss follow he,0.0,aj ap fb ki baarish kr rhy hy tho plsss follow hy
ahmad kitni unique lag rahi hai,0.0,ahmad kitni unique lag rahi hy
dear ahmed quetta baluchistan may 20% b baloch nahi ha sarah pathan ha apnay kya baloch banaya ha apnay aap ko,-1.0,dear ahmed quetta baluchistan may 20% bhi baloch nahi hy saraha pathan hy apnay kya baloch banaya hy apnay aap ko
hezy bhai great catch.......lb u shezy bhai.,1.0,hezy bhai great catch.......lb you shezy bhai.
wah wah aap log to blkul hamari trah blochi lag rahey ho,1.0,wah wah aap log to blkul hamari trah blochi lag rhy ho
tni buri editing idea achha h editing buri h,-1.0,tni buri editing idea achha hy editing buri hy
"sab se mindblowing mera shezzy lg raha hein ""mashaallah""",1.0,"sab se mindblowing mera shezzy lag rha hein ""mashaallah"""
phr bhi itni buri bhi nhi...lkn bnani nh chahye th jsny bhi bnayi h...ossy,0.0,phr bhi itni buri bhi nhi...lkn bnani nh chahye th jsny bhi bnayi hy...ossy
paka aj muje lagat main merye wali hun follow and like tysmmeri too eid hoo gii jitna thanks kaho kum ha,1.0,paka aj muje lagat main merye wali hun follow and like tysmmeri too eid hoo gii jitna thanks kaho kum hy
ap karachi kings ko support kar rahy ab to karachi kings zaroor jeety gi i.a,1.0,ap karachi kings ko support kr rha ab to karachi kings zaroor jeety gi i.a
ahmad ye to humri duao ki waja se hoa ..lolx .,1.0,ahmad yeh to humri duao ki waja se hoa ..lolx .
bhai hmara lahore agy jaye ga karachi nhi.......apka city jo howa lahore,-1.0,bhai hmara lahore agy jaye ga karachi nhi.......apka city jo hova lahore
"khushi hui sun k, ky ap b karachi ko support kar rahy hain",1.0,"khushi hui sun k, ky ap bhi karachi ko support kr rha hy"
aj afridi or hafeez dono nay kuch nai keya,-1.0,aj afridi aur hafeez dono ny kuch nai kya
mein nai jitni prayers kal quetta k liye ki i don't think so kbhi kisi match mein itni ki ho,0.0,main nai jitni prayers kal quetta k liye ki i don't think so kbhi kisi match main itni ki ho
ab itne bhi kaale nai ho jo aisa emoji daal dia.,1.0,ab itne bhi kaale nai ho jo aisa emoji daal dia.
main ap ki iss tweet ka ye matlab samjoon ke,0.0,main ap ki iss tweet ka yeh matlab samjoon ke
"mean to smjh gai mai but ye nahi smjh aarhi ap kab sai @darrensammy88 ki tarha ""black emoji"" dalne lag gaye african ho kya",-1.0,"mean to smjh gai mai but yeh nahi smjh aarhi ap kub sai @darrensammy88 ki tarha ""black emoji"" dalne lag gye african ho kya"
na mung lahore na bahr kao...zalmi ba ye win ky ia.,0.0,ny mung lahore ny bahr kao...zalmi ba yeh win ky ia.
ap nay to 4 scr kiya ap nay kea kia . ziada shokha hone ki lorr nahi hai,-1.0,ap ny to 4 scr kya ap ny kea kia . ziada shokha hone ki lorr nahi hy
lahorries be like tum wapas aao ahmad !!! tumhain chorenge nhi,-1.0,lahorries be like tum wapas aao ahmad !!! tumhain chorenge nhi
"ahmad bhai ab apky lhr k fans me kami ayegi, if u knw wat i mean :d :d",-1.0,"ahmad bhai ab apky lhr k fans main kami ayegi, if you knw watt i mean :de :de"
sanp upgrade ty afridi! ye is ny bhi wohee harkat ki hai,0.0,sanp upgrade ty afridi! yeh is ny bhi wohee harkat ki hy
lannat ha ap py janab selfi master acha he houa wt20 sy ap.bahir ho gy krna tu wsy b kch ni tha u know what i mean :p,-1.0,lannat hy ap py janab selfi master acha hy hoa wt20 say ap.bahir ho gye karna tu wsy bhi kuch nai tha you know what i mean :p
thanks quetta ne kaam kardiya magr aj karachi ne apna hii kaam kardiya,1.0,thanks quetta ny kaam kardiya magr aj karachi ny apna hii kaam kardiya
bhai asi baty na kro tum b to lahore m peda huy thy or rhty b lahore m ho,-1.0,bhai asi baty ny kro tum bhi to lahore m peda hui thay aur rhty bhi lahore m ho
insallah squad t20 change ho ga aur ap world cup zaror khala gay,1.0,insallah squad t20 change ho ga aur ap world cup zaror khala gye
lol u r from lahore aur lahore ko ho mushkil me daal gaye,-1.0,lol you r from lahore aur lahore ko ho mushkil main daal gye
khule amm lhaorion k khilaf zazish ka parda faaash,-1.0,khule amm lhaorion k khilaaf zazish ka parda faaash
ahmad bhai ap ny apna kam to kr lia pr abi wahab bhai hain zalmo mai u know what i mean.,0.0,ahmad bhai ap ny apna kaam to kr lia pr abi wahab bhai hy zalmo mai you know what i mean.
ahmad plz unblock me and follow me back again plz plz plz ahmad meinay kuch nai kia tha,0.0,ahmad plz unblock main and follow main back again plz plz plz ahmad meinay kuch nai kia tha
haee m.a ap sab koloon bare sonay lagday hoo,1.0,haee m.a ap sab koloon bare sonay lagday hoo
ahmad sab se pehlay meri nazar ap par hi parhi,0.0,ahmad sab se pehlay meri nazar ap par hy parhi
shehzad bai ap ko pata nai m ap ka kitna barha fan ho plz we needs runs score karo score apne ap ko agay lao yar,1.0,shehzad bai ap ko pata nai m ap ka kitna barha fan ho plz we needs runs score karo score apne ap ko agay lao yar
ahmad bhai playoffs m hum fans apko mom dkhna chahte hein..,1.0,ahmad bhai playoffs m hum fans apko mom dkhna chahte hein..
ahmad mujy kb replay milay ga milay ga b ya ni :(,0.0,ahmad mujy kub replay milay ga milay ga bhi yeh nai :(
sir ap online ho plz reply toh kru apne balochistan k fans ko 4rm gwadar mega port city,1.0,sir ap online ho plz reply to kru apne balochistan k fans ko 4rm gwadar mega port city
final humara quetta team e jheet e ga innshallah balochistan,1.0,final humara quetta team e jheet e ga innshallah balochistan
soja beta nai to wahab ajayega,-1.0,soja beta nai to wahab ajayega
wsy adhi jan to hmari b nikli hoi thi,-1.0,wsy adhi jaan to hmari bhi nikli hoi thi
kia waque bachon ka khail smjha tha,0.0,kia waque bachon ka khail smjha tha
mujhy b maa arha sir viv ko daikh k,0.0,mujhy bhi maa arha sir viv ko daikh k
nahi jaag rhi han mujhe to khushi se need hi nahi a rhi,0.0,nahi jaag rhi hy mujhe to khushi se need hy nahi a rhi
ahmed apni wrist ky about b tweet kr dy sb shahzadianz preshan hn,-1.0,ahmed apni wrist ky about bhi tweet kr de sab shahzadianz pareshan hy
kp n bismillah khan ki foundation ne match ko badal diya. per apko kiya huwa? high scoring game dekh k badi jaldi hoti hy?,0.0,kp ny bismillah khan ki foundation ny match ko badal diya. par apko kya huwa? high scoring game dekh k badi jaldi hoti hy?
bhaiiii jeet ki khushi mian aj follow e dy do na plgggggggg,1.0,bhaiiii jeet ki khushi mian aj follow e de do ny plgggggggg
tumse to kabhi aisi performance ho nahi sakti :d,-1.0,tumse to kabhi aisi performance ho nahi sakti :de
badtameez tujy day tho bismallah be acha player hai tu manhus sirf aurt hai,-1.0,badtameez tujy dain tho bismallah be acha player hy tu manhus sirf aurt hy
ahmad bhai aj phr disappoint kia apne.. :(,-1.0,ahmad bhai aj phr disappoint kia apne.. :(
ye he asli coach viv sare osam wark pliz sarfraz sehzad faida utha lo asa moka nahi mele ga,1.0,yeh hy asli coach viv saraha osam wark pliz sarfraz sehzad faida utha lo asa moka nahi mele ga
u r now big going to b another misbah tukk tukk plzzz plzz pkay with agression... we want purana wala ahmed tuk tuk wla nai,0.0,you r now big going to bhi another misbah tukk tukk plzzz plzz pkay with agression... we want purana wala ahmed tuk tuk wala nai
shehzad bhai plz plz mujy reply dy waqi ap pathan hy plz,0.0,shehzad bhai plz plz mujy reply de waqi ap pathan hy plz
ahmad ek ek like alag mila hai na ek like akhta dain ;-),0.0,ahmad ek ek like alag mila hy ny ek like akhta dain ;-)
haha ahmad ne mughe chupke chupke de diya,0.0,haha ahmad ny mughe chupke chupke dain diya
"ahmad dekhien sare so gye bs mai uthi chupke se 2,3 likes aur de dein",0.0,"ahmad dekhien saraha so gye bs mai uthi chupke se 2,3 likes aur dain dein"
mujy bhi chup ky sy diya ahmad ny ky chupa lo bisma kaise batana mt;-),-1.0,mujy bhi chup ky say diya ahmad ny ky chupa lo bisma kaise batana mt;-)
zabardset kehla hai match,1.0,zabardset kehla hy match
mjhe b like naeee dya,-1.0,mujhe bhi like naeee dya
wah bhai thnx aap nai hamen bataya booohat alaaa,1.0,wah bhai thnx aap nai hamen bataya booohat alaaa
mozila firefox kaafi slow hai,-1.0,mozila firefox kaafi slow hy
wahhh man gye guruuuuuuuuu,1.0,wahhh man gye guruuuuuuuuu
bhai ma b ya browser istamaal kar raha hun buhut acha ha.,1.0,bhai main bhi yeh browser istamaal kr rha hun buhut acha hy.
thank you dear hum se shair karne ka shukriya,1.0,thank you dear hum se shair karne ka shukriya
#sahil_jaan bhai 1 fault hai es men ye cloud downloading ni krta,-1.0,#sahil_jaan bhai 1 fault hy is men yeh cloud downloading nai krta
wah kia baat ha bhai,1.0,wah kia baat hy bhai
ap ka sukria mujha ya both acha laga,1.0,ap ka sukria mujha yeh both acha laga
zabardast software hai mane use keya hai,1.0,zabardast software hy mane use kya hy
gud,1.0,gud
zabardast software,1.0,zabardast software
bohat acha,1.0,bohat acha
kaam ki sharing hai bhai,1.0,kaam ki sharing hy bhai
nice software hai review dey kar app ney kamal kardey thanks,1.0,nice software hy review dain kr app ny kamal kardey thanks
thanks janab.aap ka bohot bohot shukria. allah aapko jaza e khair da. ameen,1.0,thanks janab.aap ka bohot bohot shukriya. allah aapko jaza e khair dain. ameen
buhat hi zaberdust soft hey,1.0,buhat hy zaberdust soft hy
download nahi ho raha,-1.0,download nahi ho rha
boht achy....,1.0,boht achy....
very nice review,1.0,very nice review
dil khush kar deta,1.0,dil khush kr deta
bhai mujhe downloading link nazar ni aarahi,-1.0,bhai mujhe downloading link nazar nai aarahi
wow is ki to zarorat thi,1.0,wow is ki to zaroorat thi
sir ma download kia ha likin ye to portable nahi ha kia waja ha,-1.0,sir main download kia hy likin yeh to portable nahi hy kia waja hy
bohat khoob bhai jan!!,1.0,bohat khoob bhai jaan!!
ap ny bohat aasani ke sath is tutorial ko hum sab ko samjhayaap ky aur threads ka wait rahe ga....!!!!!,1.0,ap ny bohat aasani ke sath is tutorial ko hum sab ko samjhayaap ky aur threads ka wait rhy ga....!!!!!
are wah gilani bhai aap ne tu wifi users ki mushkil hi asaan kar di..,1.0,are wah gilani bhai aap ny tu wifi users ki mushkil hy asan kr di..
share karne ka shukriya..,1.0,share karne ka shukriya..
bahot khoob,1.0,bahot khoob
zabrdast sharing,1.0,zabardast sharing
buhat ee ala shraing k lie shkriya......,1.0,buhat ee alaw shraing k lie shkriya......
error show kar rha ha run hony par,-1.0,error show kr rha hy run honey par
mere pas bilkul ok work kar raha he.,1.0,mere pas bilkul ok work kr rha hy.
visual basic install karen phir run kar key dekhain inshaallh work karey ga,1.0,visual basic install karen phr run kr key dekhain inshaallh work karey ga
file ko system 32 me copy karnay kay baad bhi same error day raha hay kiya karein,-1.0,file ko system 32 main copy karnay kay baad bhi same error dain rha hy kya karein
pest kar ne ke bad vahi error de ra he plese help me,-1.0,pest kr ny ke bad vahi error dain ra hy plese help main
error aa raha he janab,-1.0,error aa rha hy janab
inko simple google main search karen aur ooper di hui location pe paste kar dain ye asaani se mil jayen ge aur aap ka software chal jaye ga,0.0,inko simple google main search karen aur ooper di hui location pe paste kr dain yeh asaani se mil jayen gi aur aap ka software chal jaye ga
zbrdst sharing,1.0,zbrdst sharing
best tips my friend problam salve ho gaya zazakallah,1.0,best tips my friend problam salve ho gya zazakallah
