Reviews,Sentiment
yeh dono jackets bohat uch fit foot hain aur mein mad of ke intikhab se bohat khush hon waqai mein garam aur rangon mein jo  hain aur har rang ke sath iss ki tareef ki gayi hai,1
dono  se mutmaen agarchay aik kaali rang ka rang dhundlaa sun hwa lagta hai quality uch and aur garam hai agarchay  tareef,1
dono head achi aur aram da hain khush hai ke unhon nay sahih size diya yeh siyah faam thora bara hai lekin mere liye koi masla nahi hai garam aram da aur har terhan ki aqsam ke sath uch good hai kapray,1
chez achi ny hai,1
mein ne siyah aur bhuri rang ka order diya lekin kalay rang ko bar amad nahi kya,-1
dono  bohat achay hain aur mein vaqata them inhen pasand karta hon,1
wohi nahi tha jaisa ke sweet shirt se bhi ziyada dekhaya gaya aur patla tha,0
tane banay uch to hai aur iss ka mad hay bohat herat angaiz hai,1
awsome hoodie mujhe order achi cheeze mili hain,1
umdah aur umdah  achay miyaar,0
jaisa ke iss ki qeemat ka mawazna karen lekin acha nahi,0
iss hoodie aala miyaar bohat achay se mohabbat karta hon,1
ki tarseel hoodie ke herat angaiz miyaar iss se behtar nahi ho sakta tha usay pyar kya tum log daraz ka asasa ho bohat bohat shukriya intehai sifarish shuda,1
achi chez hai mujhy psnd hai aur keemat b kaam h kaafi,1
mein har sexy larke ko yeh khareedne ke liye bazyaft karta hon ke woh mujhe sexy sexy nazar ayen ge,0
chez achi hai service b achi h inn ki,-1
mein   order karta hon lekin un mein se aik ka rang badal gaya hai,-1
mujhe cheeze pasand hain aur majmoi tor par masnoaat achi hai usay jari rakhen,1
mujhe jacket ka samaan aur fitting pasand hai,1
mein ne jo hukum diya wohi mila jo miyaar uch good tha aur koi harj nahi aur kaamil size ka rang acha aur kaamil hai,1
bohat achi jacket aur achay tane banay shukriya daraz,1
item design bilkul wohi nahi hai jis terhan paish kya gaya ho majmoi tor par achi lagti hai lekin jaib ke  ko silna chahiye tha,-1
item design bilkul wohi nahi hai jis terhan paish kya gaya ho majmoi tor par achi lagti hai lekin jaib ke  ko silna chahiye tha,-1
mein nay du ghrhyon ka order diya aur un mein se aik ko nuqsaan pouncha sanjeedgi se yeh baad tareen tajurbah tha,1
aik bohat hi munasib qeemat ke sath aik achi masnoaat,1
yeh mere liye aik achh experience tajurbah raha hai qeemat ke lehaz se iss numeral ka miyaar bhi acha tha miyaar bhi acha tha lehaza mein vaqata this yeh taqreeban stars  setaaray doun ga miyaar aur  hi wahid cheez thi jis ki kami thi,1
munasib qeemat par behtareen ail  dd watch,1
qeemat ke silsilay mein masnoaat ke miyaar ke lehaz se iss gharri ke sath mera tajurbah achcha raha hai masnoaat khud miyaar ke lehaz se bhi bohat umdah hai aur yeh achi terhan se mohazab bhi nazar aati hai iss ki tadaad bhi kaafi numaya hai aur aap kar satke hain aasani se iss gharri ke sath waqt dekhen,1
yeh qmizin lajawab hain aur cheeze bohat achi hain yeh mujh par waqai naram mehsoos karti hain mujhe tamam rang waqai achh and aur roshan bhi maloom hotay hain mein iss mausam ke l single kuch aik tund shirt ki talaash kar raha tha aur daraz dot pi ke nai iss baat ko yakeeni banaya mein nai aur kahin nahi dekha  bohat bohat shukriya larkoon,1
tamam shirts mein se yeh pack behtareen hai iss mein se aik intahi aram da aur pursukoon shirt mein se mujhe mil sakta hai aur woh mujhe dhoop mein bohat ziyada garam nahi banatay hain ya tu halki pan ka shukriya yeh paanchon rang waqai purkashish hain aur jab bhi dhotay hain tu un se chotay hi nahi hain mein isi miyaar ki tawaqqa kar raha tha jis ki farahmi hui thi lehaza mein mukammal tor par mutmaen hon,1
bht achi hyn thnx daraz,1
mein tawaqqa nahi kar raha tha ke un shirts ko yeh achh st lagaye jayen ge sach mein shirts ka miyaar bohat aaccha hai woh bohat aram da aur pursukoon aur halkay hain  waqai mein sun hwa mehsoos karte hain  mein tamam  rangon se mutmaen hon agarchay safaid rang ka hai aik moti safaid se ziyada safaid,-1
yeh qmizin sirf achh are hain itni saari nahi mein mujhe paish kiye jaany walay tane banay ke miyaar se mayoos tha kyun ke mein kisi se ziyada ghany ki tawaqqa kar raha tha aur yeh mehez kaghaz ki patli hai mujhe rang pasand hai lekin mujhe aisi shirts chahiye theen jo nazar ayen gi  mujh par ahcha hai ziyada shirts ke neechay nahi kyunkay mein un ko sirf androoni ke tor par hi istemaal karsaktha hon,-1
shirts ka miyaar heran kin hai aur mein iss ka madah ban gaya hon aisa naram mawaad jo khenchnay aur sahih foot nahi hota hai rang ke miyaar ka faisla sirf dhoney ke baad hoga,-1
yeh  shirts ka packet waqai uch i hai  mujhe tawaqqa nahi thi ke woh un ke yeh achay foot honay ki umeed kar rahay hain lekin mujhe lagta hai ke aap logon ne mera size isharay par laga liya mujhe waqai tane banay pasand hain waqai naram aur kabhi kabhi mein un ko androoni tor par p_hnta hon tu mein apni doosri qmizin barbaad nahi karta hon,-1
bohat achay miyaar ki tea shirts iss ka foot aram da aur pursukoon size aur tane banay acha hai,1
bohat achay miyaar ki tea shirts iss ka foot aram da aur pursukoon size aur tane banay acha ha,-1
wah oh wah mein tawaqqa nahi kar raha tha ke qeemat ke paish e nazar yeh qmizin iss ke achh be hon gi ab mein yeh keh sakta hon ke mein nay yeh qmizin saudey mein utaar di hain kyunkay yeh shirt bohat hi umdah tankay hue hain aur un ke rang waqai tar u tazah hain jab se mein hon un ko mil gaya mein nay apne aap ko taqreeban them har roz un mein se aik pehnay hue paaya woh mere liye sab se munasib uthnay ki terhan hain,1
numeral bayan ke mutabiq nahi thi balai safaid rang ka tha jo bohat taizi se ganda ho jata hai aur surmai se neechay bohat halka hota hai,1
mujhe yeh bohat pasand hai behtareen miyaar ke liye bohat bohat shukriya,1
ya upper us color ka nai h jo pic may tha,0
dekhn ie may acha hai stuff b acha h kaafi,1
bhot acha hai keemat b sai h,1
bilkul wohi nahi jo tasweer mein dekhaya gaya hai lekin kaafi acha hai rang gehra surmai nahi tha  lekin siyah,1
bhot achi hoodie h iss keemat may,1
tasweer dikhayi gayi aur jis package ne mujhe masool kya woh bilkul hi badsurat tha aur yeh qabil libaas nahi hai,1
zahir shuda jacket ke bajaye mutabadil jacket mujhe pouncha di gayi,0
leather orignal nai h lakin ya acha h busy kny k lya,0
aisi qabil aetmaad aur qabil qader masnoaat paish karne ke liye daraz ka shukriya,1
yeh daraz par aik acha tajurbah hai naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hai lekin majmoi tor par har cheez kaamil hai aur dosaron ko intahi sifarish ki jati hai mein usay  star ki daraja bandi karoon ga,-1
mein waqai kapray aur khatam karna pasand karta hon lekin zip ke miyaar se mutmaen nahi hon,-1
theek hai kaali  bilkul durust hai kyunkay yeh waqai mein bohat achi fitting ke sath aram da hai lekin  bhuri rang ki ooni aib daar hai aur iss ka size bohat chhota hai,1
pack mein dono jackets bohat achi theen mein un ko utaarna nahi chahta istemaal shuda mawaad intahi naram intahi garam aur bil akhir aram da aur pursukoon hai siyah aur  dono jackets mein  kaam karte hain bilkul kisi libaas ya ansoo ke baghair size bilkul mozoon hai aur isi terhan fitting bhi hai khaas tor par gardan kandhoon aur bazoun ke ird gird yakeeni tor par un jackets ko sifarish karne ka iradah karen,1
wsa nai h jsa pic may dekhya hai,0
mein ne design mein iss terhan ke miyaar ki thori si tabdeeli ki tawaqqa nahi ki hai lekin har baar daraz masnoaat ne mujhe mutmaen kardiya,-1
achi hoodie h mujhy psnd hai,1
acha stuff hai sardiyo k lya acha h ya,1
mein ne design mein iss terhan ke miyaar ki thori si tabdeeli ki tawaqqa nahi ki hai lekin har baar daraz masnoaat ne mujhe mutmaen kardiya,-1
bura nai h lakin design change hai,-1
mawaad khofnaak hai aur rang siyah bhi nahi hai,0
acha hai aur wakt p b mil gya hai,1
achi  aur mojizana tor par wohi shai mila jis ka mein nai hukum diya tha,-1
miyaar bilkul bhi acha nahi tha taham qeemat ke mutabiq theek hai,1
khurdara miyaar yahan tak ke yeh samnay ki taraf se kharab hota hai jahan button mil jata hai aur koi wapsi kaghaz nahi mila ya mein iss ko wapas nahi kar sakta hon raqam ki zaroorat hai,-1
zaati tor par mujhe yeh pasand hai yeh itna garam nahi hai aur nah hi yeh sardi ke l hit halka halka hai jacket bhi achi lagti hai jaisay kisi cheez par mein ramp par chalta hon waqai sajeela aur aram da bhi hai,1
yeh waqai jhaari daar lagta hai iss liye ke rang bohat halka hai aur tane banay ko ghata sun hwa mehsoos hota hai khush nahi,1
yeh sirf aik umdah kharidari hai kyunkay qeemat ke liye iss sajeela kara gharri ke sath sulooq karna waqai herat angaiz tha kyunkay iss ka ail  dd display iss terhan kaam karta hai aur siyah paas manzar ke sath herat angaiz lagta hai yeh bhi halka phulka aur pahannay mein kaafi aram da tha,1
bhot achi chez hai sirf  rup may,1
theek hai mein iss qayadat wali ghari se kaafi mutmaen hon qeemat waqai susti hai aur aik mah guzarnay ke bawajood bhi ghari ka miyaar itna aaccha nahi hai balkay iss qeemat ke liye jo mujhe aaccha lagta hai ghari par mojood hindsay kaafi numaya aur numaya bhi hain lehaza mein khush hon,1
mein ne un mein se ziyada tar thook mein kharedne ka maienay liya hai kyunkay qeemat ke lehaz se un ka miyaar waqai achcha hai  majmoi tor par kara ki tarkeeb waqai bohat achi hai iss ka mazboot paidaar aur iss par kara lock hai jis ki wajah se yeh bantaa hai achh looking nazar anay ke sath sath kalayi ke charon taraf mehfooz honay mein bhi nazar aata hai gharri par ail  dd light waqai roshan hai jis ki wajah se mein din bhar ki roshni mein bhi aasani se waqt dekh sakta hon rubber ki quality usay susti mehsoos nahi karti hai balkay iss se behtar tar bana deti hai khail khail jab intikhab karen,1
may intezar kar rhi ho pny order ka,-1
yeh tea herat angaiz hain aur mein nay website par dekhty hue tamam rang bar waqat mujhe pouncha diye thay un shirts ke baray mein sab se achi baat yeh hai ke un sab ki yaksaa mozoon aur naram naram aram da tane banay hain jo iss mein nahi hain  stret t mukammal aur mukammal tor par ihata karta hai daraz pk par bohat saaray pack mojood thay lekin mujhe yeh waqai muashi tor par mila hai,1
qamizoon ka acha pack waqai fori tarseel ke isharay ki tareef karta hon lekin mein iss ka miyaar behtar hona chahoon ga fi aal haal yeh mere khayal ke mutabiq nahi hai lekin yeh sahih size ka hai lekin rangeen miyaar bohat kharab hai,-1
iss mein shirt achay miyaar ke hain iss mein koi shak nahi lekin sirf aik  safaid  kameez mein mamooli kaat nishaan  ghaliban qanchi kaat  tha,-1
shirts ka miyaar waqai uch is hai jis ka size aur fitting bilkul theek aur theek hai lekin peelay rang ki bajaye mujhe aik peelay rang ki kameez mil gayi yeh sirf wohi cheez thi jo aam cheez se bahar thi warna mein iss kharidari se mutmaen hon,-1
aap logon ke zareya shirts ki iss terhan ki naaqis kefiyat jo mujhe mili hai jab se mein nai usay nahi pehna hai mein iss se mutmaen nahi hon ke aap log jo paish kar rahay hain woh aaccha nahi hai,-1
mein nai yeh packet apni  mein bohat baar dekha hai lehaza mein nai agay barh kar garmiyon ke liye order diya lekin miyaar itna achchca nahi hai jitna mein nai iss ki tawaqqa ki thi yeh iss se behtar hota agar mawaad iss patli nah hota yeh halka pan achchca hai lekin istehkaam ka ansar kho deta hai,-1
meri pehli online shopping mujhe herat zada herat angaiz kapron se hui jis ki mujhe umeed nahi thi peelay rang ke ilawa bhi rang bohat achay thay lekin iss ki wajah yeh hai ke mujhe peelay rang ki tea shirts pasand nahi hain lekin sirf  mein  qabil zikar quality tea shirts ka hona herat angaiz se ziyada hai,0
woh mujhe du kaali shirts bhaijtay hain neela gayab hai dosray aam hain,0
mein ny jo jacket order kya tha woh samnay ki jaybou se tha jo mujhe mila hai woh meri samajh se balatar hai kaam  kaam iss mein  feesad bhi nahi hai jis se mujhe poori dhoka dahi hui hai log aur daraz bekar hain,-1
agar aap dastyab hon tu mein aap ko das sitara faraham karoon ga shukriya,1
miksikn ki shandaar patli jacket mein tasweer ke mutabiq yeh wusool karoon ga shukriya,1
shukriya ke mein yaqeen nahi karsaktha mujhe yeh online store se aap ki  team nay qubool kya,0
ya hoodies achi hai,1
bhot kush ho khareed k bybeez sy,0
mein ne usay  din mein haasil kya aur miyaar meri tawaqqa se bohat acha hai,1
pehli baar mein ne daraz se khareeda tha aur mein khidmat se  mutmaen hon  bohat umdah hai mein tawaqqa nahi kar raha tha ke yeh itna acha aur aram da hog,1
miyaar bohat achi premium lag rahi  hai aisi achi  bhejnay ka shukriya,1
chamra nahi tafseel app par sara sar ghalat hai,1
yeh acha hai lekin yeh itna brown nahi hai jitna tasweer dekhata hai,0
jab numeral aati hai to iss mein design aur rang ke kuch farq hotay hain jaisa ke tasweer mein dekhaya gaya hai taham mein usay istemaal kar raha hon aur usay daraz par wapas nahi karoon ga,1
umdah  thori der se masool sun hwa lekin miyaar acha hai,-1
bohat kharab miyaar chamray ki terhan nazar atay hain lekin asal mein dobarah mil jatay hain bilkul bhi garam nahi,-1
yeh daraz par aik acha tajurbah hai naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hai lekin majmoi tor par har cheez kaamil hai aur dosaron ko intahi sifarish ki jati hai mein usay  star ki daraja bandi karoon ga,-1
iss  ka miyaar bohat kharab hai tasweer mein dukhaay jane wala rang mukhtalif tha,1
mujhe waqai iss  ka rang aur miyaar pasand hai,1
numeral achi hai fabric aur style bhi  hai,1
yeh jacket khofnaak hai itni kaam miyaar ki jis ki mujhe tawaqqa nahi thi jacket bohat hi naaqis maadi samajh daar aur aqalmand dikhayi deti hai iss terhan nahi ke site par usay kis terhan dekhaya gaya tha,-1
yeh nah tu bohat ahcha hai aur nah hi bura mein kisi hadd taq ost kahoon ga miyaar itna bara nahi hai lekin sath hi iss ki qeemat bhi kaafi munasib hai aur iss ke bawajood tane banay ko garam mehsoos hota hai,-1
iss ne meri tawaquaat ko poori terhan se pura kya yeh garma garam aur miyaar mein acha hai,1
yeh jacket kahin bhi meri tawaquaat ke qareeb nahi thi mein neh socha tha ke kisi garam mawaad ki talaash mein yeh uch be hoga lekin design se le kar maday ka miyaar bohat kharab hai surmai rang aaccha lagta hai lekin mere paas jacket behtar hai,-1
miyaar se khush nahi yeh waqai arzaan lagta hai kyun ke tane banay thora sa neechay pehna sun hwa mehsoos hota hai agarchay mein iss ke istemaal shuda cheezon ya kisi bhi cheez par yaqeen nahi rakhta hon kyunkay yeh munasib tor par bhari thi lekin khud usay pahannay aur dhuain jaany ki wajah se hi kyun hai apni basri appeal kho gayi hai,-1
darmiyanay darjay ke size ka order den miyaar ko qabil bardasht tha usay mehsoos kya gaya tha ke agar usay utaarnay par thori sakhti khenchi jaye tu phatt jaye gi daku zip achha tha yeh qareeb se dekhnay mein araha tha aur baad tareen seenah se yeh darmiyanay size ke liye bhi sakht tha dosaron ke khilaaf jo iss ke paas hai,-1
mujhy psnd h stuff ach h iss ka,-1
ya cahi chez h iss keemat p,0
quality bhot achi nai lakin keemt k lihaz sy thek h,1
noon  jacket bohat tang hai lekin herat angaiz nazar aa rahi hai,-1
inho ny mujhy white kameez day hai yellow nai,-1
unhon ne mujhe du tea shirts ke aik hi rang beje aur safaid aur neelay rang ka rang gayab hai,1
super se bi uper stars yaar buy kar lo sab,1
na proper charge karti hai na data transfer hota hai,0
best products un daraz  real porducts jo log bolty hain ki daraz galat cheez send karta hi tu wo log bohat bari jhooty hain,1
bachon k lye acha hai screen size bara hai pura din cartoons dekhte hain battery bhi pura din aram se chalti hai,1
tab orignal ha korian ki bohat ci app ic mein mojood hain ur android version bohat purana ha jis ki waja sa bohat ci application nhi chal rahi hain baki baterry timing bohat achi ha ur display bhi acha ha,1
sahi hai bs itna acha nahi hai jitna maine socha tha isko fold karna bohat mushkil hai flexible hai lekin bohat hi hard hai yeh aram se nahi murta aur mjhse iske clips b toot gye thay phone laga raha tha tw aur ispe phone lagao tw phone off hojata hai qk power button press hota hai,-1
bakwas ghatiya rd class kisi kaam ka nahi hay,-1
jo add may dikha rahay hain us c bilkul chang hay ur  rupees charges b liay halak karachi may delivery free likha hua hay kindly dont buy these,0
bohat zabardast,1
achha hay bs length kaam hay iski,1
case bhot alwa quality ka h aur earphones bhi bhot acha h,1
tdk ki apni hi awwaz h love it,1
mah ka powerbank hai tou kaafi mere liay lekin waisay mere phone ko bas aik baar hi charge karta hai price ke hisaab se sahi hqai lekin mujhe khud mah wala mangwana chayiey tha abhi tou yeh sahi kaam karraha hai lekin agar sirf phone laga dia tou baki equipment ko charge karna mushkil hojata hai,-1
eay ordered one mi mah power bank for mi sister sun enough eay was again aat daraz pk tu order two more thay reason iss that thay power bank iss soo much satisfying mi advertised aa conversion rate of  which iss actually correct thay product iss just great with just one flaw which iss its sharp corners thay sharp corners scratched mi new phone,1
